"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"158590","5 Feb 2013","27 Mar 2013","2013","0","36","36","N","N","0","0.00","0.16"
"158591","5 Feb 2013","19 Jun 2013","2013","52","44","96","N","N","0","0.00","0.91"
"158592","5 Feb 2013","8 May 2013","2013","22","44","66","B","N","0","0.00","2.46"
"158593","5 Feb 2013","12 Feb 2013","2013","5","0","5","N","N","0","0.00","0.74"
"158594","6 Feb 2013","26 Mar 2013","2013","34","0","34","Y","","24","0.00","0.00"
"158595","6 Feb 2013","11 Apr 2013","2013","7","39","46","Y","","1","0.00","1.66"
"158596","6 Feb 2013","7 Feb 2013","2013","1","0","1","U","","0","0.00","1.58"
"158597","6 Feb 2013","28 Feb 2013","2013","16","0","16","N","N","0","0.00","0.32"
"158598","6 Feb 2013","2 Jul 2014","2014","322","43","365","U","","0","0.00","1.15"
"158599","6 Feb 2013","5 Jun 2013","2013","52","33","85","N","N","0","0.00","3.39"
"158600","6 Feb 2013","8 May 2013","2013","12","53","65","N","N","0","0.00","2.65"
"158601","6 Feb 2013","11 Sep 2013","2013","75","80","155","N","N","0","0.00","3.41"
"158602","6 Feb 2013","11 Feb 2013","2013","3","0","3","N","N","0","0.00","0.58"
"158603","6 Feb 2013","25 Feb 2013","2013","5","8","13","U","","0","0.00","1.24"
"158604","6 Feb 2013","27 Mar 2013","2013","0","35","35","N","N","0","0.00","1.32"
"158605","6 Feb 2013","6 Feb 2013","2013","0","0","0","N","N","0","0.00","0.00"
"158606","6 Feb 2013","18 Mar 2013","2013","7","21","28","N","N","0","0.00","0.57"
"158607","6 Feb 2013","19 Mar 2013","2013","0","29","29","N","N","0","0.00","2.32"
"158608","6 Feb 2013","17 Apr 2013","2013","50","0","50","Y","N","0","0.00","0.33"
"158609","6 Feb 2013","4 Apr 2013","2013","16","25","41","Y","N","1","0.00","4.38"
"158610","6 Feb 2013","6 Nov 2013","2013","152","43","195","N","N","0","0.00","4.89"
"158611","6 Feb 2013","12 Feb 2013","2013","3","1","4","N","N","0","0.00","4.07"
"158612","6 Feb 2013","3 Apr 2013","2013","36","4","40","Y","","0","0.00","0.66"
"158613","6 Feb 2013","30 Jan 2014","2014","256","0","256","U","","0","0.00","1.32"
"158614","7 Feb 2013","14 Mar 2013","2013","22","3","25","Y","","2","0.00","2.89"
"158615","7 Feb 2013","3 Oct 2013","2013","143","27","170","R","","1","0.00","0.41"
"158616","7 Feb 2013","3 Apr 2013","2013","24","15","39","R","N","1","0.00","3.79"
"158617","7 Feb 2013","11 Feb 2013","2013","2","0","2","N","N","0","0.00","1.25"
"158618","7 Feb 2013","12 Mar 2013","2013","22","1","23","Y","N","2","0.00","2.72"
"158619","7 Feb 2013","27 Mar 2013","2013","0","34","34","N","N","0","0.00","0.16"
"158620","7 Feb 2013","11 Feb 2013","2013","2","0","2","N","N","0","0.00","0.50"
"158621","7 Feb 2013","10 Apr 2013","2013","21","23","44","N","N","0","0.00","4.22"
"158622","7 Feb 2013","25 Feb 2013","2013","12","0","12","N","N","0","0.00","0.16"
"158623","7 Feb 2013","8 Feb 2013","2013","0","1","1","N","N","0","0.00","1.50"
"158624","7 Feb 2013","7 Feb 2013","2013","0","0","0","N","N","0","0.00","0.75"
"158625","7 Feb 2013","11 Feb 2013","2013","1","1","2","N","N","0","0.00","1.74"
"158626","7 Feb 2013","27 Mar 2013","2013","33","1","34","N","N","0","0.00","2.56"
"158627","8 Feb 2013","19 Jun 2013","2013","18","75","93","U","","0","0.00","5.31"
"158628","8 Feb 2013","3 Apr 2013","2013","34","4","38","Y","","1","0.00","3.61"
"158629","8 Feb 2013","29 Jul 2013","2013","102","19","121","N","N","0","0.00","67.30"
"158630","8 Feb 2013","8 Feb 2013","2013","0","0","0","N","N","0","0.00","0.50"
"158631","8 Feb 2013","31 Jan 2014","2014","255","0","255","U","Y","0","0.00","10.33"
"158633","8 Feb 2013","5 Jun 2013","2013","13","70","83","U","","0","0.00","0.16"
"158634","8 Feb 2013","17 Apr 2013","2013","1","47","48","N","N","0","0.00","3.00"
"158635","8 Feb 2013","12 Feb 2013","2013","1","1","2","Y","N","3","0.00","0.25"
"158636","8 Feb 2013","13 Feb 2013","2013","1","2","3","N","N","0","0.00","0.66"
"158637","8 Feb 2013","18 Feb 2013","2013","0","6","6","U","","0","0.00","0.16"
"158638","8 Feb 2013","13 Feb 2013","2013","3","0","3","N","N","0","0.00","0.00"
"158639","8 Feb 2013","11 Feb 2013","2013","1","0","1","N","N","0","0.00","0.50"
"158640","11 Feb 2013","6 Mar 2013","2013","0","17","17","U","","0","0.00","0.33"
"158641","11 Feb 2013","21 Feb 2013","2013","0","8","8","U","","0","0.00","0.75"
"158642","11 Feb 2013","12 Feb 2013","2013","1","0","1","U","","0","0.00","1.16"
"158643","11 Feb 2013","5 Jul 2013","2013","80","24","104","U","","0","0.00","3.38"
"158644","11 Feb 2013","14 Mar 2013","2013","3","20","23","N","N","0","0.00","0.41"
"158645","11 Feb 2013","26 Mar 2013","2013","29","2","31","Y","N","1","0.00","4.81"
"158646","11 Feb 2013","12 Feb 2013","2013","1","0","1","R","N","1","0.00","0.08"
"158647","11 Feb 2013","11 Feb 2013","2013","0","0","0","N","N","0","0.00","1.16"
"158648","11 Feb 2013","22 May 2013","2013","1","71","72","N","N","0","0.00","0.49"
"158663","11 Feb 2013","11 Feb 2013","2013","0","0","0","N","N","0","0.00","0.33"
"158664","11 Feb 2013","14 Mar 2013","2013","23","0","23","N","N","0","0.00","0.00"
"158665","11 Feb 2013","13 Feb 2013","2013","1","1","2","N","N","0","0.00","0.49"
"158666","11 Feb 2013","11 Feb 2013","2013","0","0","0","N","N","0","0.00","0.25"
"158667","11 Feb 2013","14 Feb 2013","2013","3","0","3","Y","N","1","0.00","0.00"
"158668","11 Feb 2013","20 Mar 2013","2013","9","18","27","N","N","0","0.00","3.38"
"158669","11 Feb 2013","8 Apr 2014","2014","248","53","301","Y","N","0","0.00","9.38"
"158670","11 Feb 2013","15 Feb 2013","2013","4","0","4","Y","N","1","0.00","1.00"
"158671","11 Feb 2013","12 Feb 2013","2013","1","0","1","N","N","0","0.00","0.08"
"158672","12 Feb 2013","14 May 2013","2013","38","27","65","R","","3","0.00","2.05"
"158673","12 Feb 2013","20 May 2013","2013","19","50","69","Y","","1","0.00","5.88"
"158674","12 Feb 2013","22 Mar 2013","2013","2","26","28","U","","0","0.00","1.32"
"158675","12 Feb 2013","13 Feb 2013","2013","1","0","1","U","","0","0.00","0.41"
"158676","12 Feb 2013","18 Feb 2013","2013","4","0","4","N","","0","0.00","0.00"
"158677","12 Feb 2013","12 Feb 2013","2013","0","0","0","U","","0","0.00","0.08"
"158678","12 Feb 2013","13 Feb 2013","2013","0","1","1","N","N","0","0.00","1.07"
"158679","12 Feb 2013","24 Apr 2013","2013","22","29","51","U","","0","0.00","2.65"
"158680","12 Feb 2013","21 Aug 2013","2013","35","101","136","Y","","1","0.00","15.12"
"158681","12 Feb 2013","17 Apr 2013","2013","11","35","46","U","","0","0.00","0.00"
"158682","12 Feb 2013","30 May 2013","2013","4","73","77","Y","N","0","0.00","7.25"
"158683","12 Feb 2013","18 Mar 2013","2013","3","21","24","N","N","0","0.00","0.82"
"158684","12 Feb 2013","13 Feb 2013","2013","0","1","1","N","N","0","0.00","0.83"
"158685","12 Feb 2013","12 Feb 2013","2013","0","0","0","N","N","0","0.00","0.33"
"158686","12 Feb 2013","25 Apr 2013","2013","52","0","52","N","","0","0.00","2.49"
"158687","12 Feb 2013","2 Apr 2013","2013","35","0","35","N","","0","0.00","3.82"
"158688","12 Feb 2013","12 Feb 2013","2013","0","0","0","N","N","0","0.00","0.16"
"158689","12 Feb 2013","14 Apr 2015","2015","562","3","565","N","N","0","0.00","0.81"
"158690","12 Feb 2013","3 Apr 2013","2013","1","35","36","N","N","0","0.00","0.16"
"158691","13 Feb 2013","13 Mar 2013","2013","11","9","20","Y","","5","0.00","1.90"
"158692","13 Feb 2013","20 Mar 2013","2013","6","19","25","Y","N","1","0.00","0.98"
"158693","13 Feb 2013","13 Feb 2013","2013","0","0","0","N","N","0","0.00","0.41"
"158694","13 Feb 2013","27 Mar 2013","2013","8","22","30","Y","N","1","0.00","3.37"
"158695","13 Feb 2013","13 Feb 2013","2013","0","0","0","N","N","0","0.00","0.33"
"158696","13 Feb 2013","14 Feb 2013","2013","1","0","1","N","N","0","0.00","0.50"
"158697","13 Feb 2013","27 Feb 2013","2013","10","0","10","U","","0","0.00","0.40"
"158698","13 Feb 2013","25 Mar 2013","2013","0","28","28","N","N","0","0.00","0.16"
"158699","13 Feb 2013","24 Apr 2013","2013","3","47","50","Y","N","4","0.00","3.74"
"158700","13 Feb 2013","10 Apr 2013","2013","7","33","40","U","","0","0.00","3.57"
"158701","13 Feb 2013","10 May 2013","2013","36","26","62","B","","0","0.00","3.95"
"158702","13 Feb 2013","10 Apr 2013","2013","0","40","40","N","N","0","0.00","0.83"
"158703","13 Feb 2013","14 Feb 2013","2013","1","0","1","N","N","0","0.00","0.32"
"158704","13 Feb 2013","27 Feb 2013","2013","10","0","10","N","N","0","0.00","0.58"
"158705","13 Feb 2013","31 May 2013","2013","75","2","77","Y","N","0","0.00","9.28"
"158706","13 Feb 2013","21 Aug 2013","2013","56","79","135","N","N","0","0.00","112.40"
"158707","13 Feb 2013","14 Feb 2013","2013","1","0","1","N","N","0","0.00","0.41"
"158708","14 Feb 2013","10 Apr 2013","2013","2","37","39","U","","0","0.00","5.91"
"158709","14 Feb 2013","27 Feb 2013","2013","0","9","9","U","","0","0.00","0.58"
"158710","14 Feb 2013","16 Jul 2013","2013","108","0","108","Y","","0","0.00","0.00"
"158711","14 Feb 2013","18 Feb 2013","2013","2","0","2","N","N","0","0.00","0.00"
"158712","14 Feb 2013","20 May 2013","2013","27","40","67","Y","N","2","0.00","6.29"
"158713","14 Feb 2013","14 Feb 2013","2013","0","0","0","N","N","0","0.00","1.98"
"158714","14 Feb 2013","14 Feb 2013","2013","0","0","0","N","N","0","0.00","0.83"
"158715","14 Feb 2013","28 Feb 2013","2013","3","7","10","Y","N","4","0.00","6.64"
"158716","14 Feb 2013","26 Feb 2013","2013","8","0","8","U","","0","0.00","2.74"
"158717","14 Feb 2013","16 Apr 2013","2013","27","16","43","Y","","3","0.00","1.57"
"158718","14 Feb 2013","25 Feb 2013","2013","1","6","7","N","N","0","0.00","0.41"
"158719","14 Feb 2013","15 Feb 2013","2013","0","1","1","U","","0","0.00","0.24"
"158720","14 Feb 2013","19 Feb 2013","2013","3","0","3","N","N","0","0.00","0.91"
"158721","14 Feb 2013","7 Dec 2015","2015","732","0","732","U","Y","0","0.00","572.14"
"158722","14 Feb 2013","15 Feb 2013","2013","1","0","1","N","N","0","0.00","0.25"
"158723","14 Feb 2013","10 Apr 2013","2013","2","37","39","N","N","0","0.00","0.82"
"158724","14 Feb 2013","18 Mar 2013","2013","0","22","22","N","N","0","0.00","0.49"
"158725","14 Feb 2013","28 Feb 2013","2013","4","6","10","Y","","5","0.00","6.30"
"158726","14 Feb 2013","14 Jun 2013","2013","86","0","86","N","N","0","0.00","2.21"
"158727","14 Feb 2013","28 Mar 2013","2013","30","0","30","U","","0","0.00","0.25"
"158728","14 Feb 2013","14 Feb 2013","2013","0","0","0","N","N","0","0.00","0.25"
"158729","14 Feb 2013","3 Apr 2013","2013","0","34","34","N","N","0","0.00","0.91"
"158730","14 Feb 2013","12 Mar 2013","2013","18","0","18","Y","","2","0.00","2.38"
"158731","14 Feb 2013","15 Feb 2013","2013","0","1","1","N","N","0","0.00","0.41"
"158732","14 Feb 2013","11 Apr 2013","2013","10","30","40","Y","N","1","0.00","2.21"
"158733","14 Feb 2013","28 Aug 2013","2013","24","112","136","N","","0","0.00","1.82"
"158734","14 Feb 2013","20 Feb 2013","2013","2","2","4","U","","0","0.00","0.99"
"158735","15 Feb 2013","15 Feb 2013","2013","0","0","0","N","N","0","0.00","0.25"
"158736","15 Feb 2013","27 Nov 2013","2013","151","52","203","N","N","0","0.00","0.64"
"158737","15 Feb 2013","10 Apr 2013","2013","4","34","38","N","N","0","0.00","2.96"
"158738","15 Feb 2013","28 Feb 2013","2013","9","0","9","N","N","0","0.00","0.82"
"158739","15 Feb 2013","15 Feb 2013","2013","0","0","0","N","N","0","0.00","0.33"
"158740","15 Feb 2013","4 Apr 2013","2013","8","26","34","Y","","2","0.00","7.32"
"158741","15 Feb 2013","15 Feb 2013","2013","0","0","0","N","N","0","0.00","0.41"
"158742","15 Feb 2013","15 Feb 2013","2013","0","0","0","U","","0","0.00","0.66"
"158743","15 Feb 2013","22 Feb 2013","2013","5","0","5","Y","N","0","0.00","26.62"
"158744","15 Feb 2013","19 Feb 2013","2013","2","0","2","N","","0","0.00","0.25"
"158745","15 Feb 2013","20 May 2013","2013","56","10","66","U","","0","0.00","3.80"
"158746","15 Feb 2013","21 Mar 2014","2014","284","1","285","U","","0","0.00","2.23"
"158747","15 Feb 2013","1 May 2013","2013","27","26","53","U","N","0","0.00","1.41"
"158748","17 Feb 2013","11 Apr 2013","2013","7","32","39","Y","N","1","0.00","1.97"
"158749","18 Feb 2013","13 Mar 2013","2013","14","3","17","U","","0","0.00","1.73"
"158750","18 Feb 2013","18 Apr 2013","2013","41","2","43","U","","0","0.00","2.72"
"158751","18 Feb 2013","15 Mar 2013","2013","19","0","19","U","","0","0.00","0.08"
"158752","18 Feb 2013","25 Feb 2013","2013","2","3","5","U","","0","0.00","0.40"
"158753","18 Feb 2013","6 Mar 2013","2013","1","11","12","U","","0","0.00","1.07"
"158754","18 Feb 2013","18 Feb 2013","2013","0","0","0","N","N","0","0.00","0.16"
"158755","18 Feb 2013","20 Feb 2013","2013","0","2","2","N","N","0","0.00","0.33"
"158756","18 Feb 2013","13 Mar 2013","2013","0","17","17","N","N","0","0.00","0.25"
"158757","18 Feb 2013","15 Nov 2013","2013","194","0","194","U","N","0","0.00","0.08"
"158761","18 Feb 2013","18 Feb 2013","2013","0","0","0","U","","0","0.00","0.08"
"158762","18 Feb 2013","10 Apr 2013","2013","1","36","37","N","N","0","0.00","1.24"
"158763","18 Feb 2013","3 Apr 2013","2013","0","32","32","N","N","0","0.00","0.99"
"158764","18 Feb 2013","8 May 2013","2013","33","24","57","U","","0","0.00","4.06"
"158765","19 Feb 2013","20 Mar 2013","2013","2","19","21","Y","","1","0.00","2.40"
"158766","19 Feb 2013","27 Nov 2013","2013","169","32","201","U","","0","0.00","1.98"
"158767","19 Feb 2013","20 Feb 2013","2013","0","1","1","U","","0","0.00","0.25"
"158768","19 Feb 2013","10 Apr 2013","2013","0","36","36","U","N","0","0.00","2.06"
"158769","19 Feb 2013","2 May 2013","2013","9","43","52","N","N","0","0.00","0.98"
"158770","19 Feb 2013","19 Feb 2013","2013","0","0","0","U","","0","0.00","1.16"
"158771","19 Feb 2013","19 Feb 2013","2013","0","0","0","N","N","0","0.00","0.50"
"158772","19 Feb 2013","28 Mar 2013","2013","9","18","27","B","N","0","0.00","4.66"
"158773","19 Feb 2013","10 Apr 2013","2013","2","34","36","R","N","3","0.00","0.00"
"158774","19 Feb 2013","25 Apr 2013","2013","18","29","47","Y","N","14","0.00","19.71"
"158775","19 Feb 2013","28 Oct 2013","2013","179","0","179","U","Y","0","0.00","0.00"
"158776","19 Feb 2013","25 Feb 2013","2013","0","4","4","N","N","0","0.00","2.41"
"158777","19 Feb 2013","23 Apr 2013","2013","10","35","45","N","N","0","0.00","2.06"
"158778","19 Feb 2013","8 Mar 2013","2013","13","0","13","N","N","0","0.00","2.13"
"158779","19 Feb 2013","26 Feb 2013","2013","5","0","5","U","","0","0.00","0.65"
"158780","20 Feb 2013","22 May 2013","2013","65","0","65","U","","0","0.00","0.00"
"158781","20 Feb 2013","2 May 2013","2013","15","36","51","Y","N","3","0.00","8.31"
"158782","20 Feb 2013","25 Feb 2013","2013","0","3","3","N","N","0","0.00","0.41"
"158783","20 Feb 2013","20 Feb 2013","2013","0","0","0","N","N","0","0.00","0.16"
"158784","20 Feb 2013","22 Aug 2013","2013","107","24","131","Y","N","0","0.00","86.15"
"158785","20 Feb 2013","21 Feb 2013","2013","1","0","1","U","","0","0.00","1.66"
"158786","20 Feb 2013","20 Feb 2013","2013","0","0","0","U","","0","0.00","0.33"
"158787","20 Feb 2013","4 Mar 2013","2013","0","8","8","U","","0","0.00","1.81"
"158788","20 Feb 2013","21 Feb 2013","2013","1","0","1","Y","","0","0.00","0.00"
"158789","20 Feb 2013","21 Feb 2013","2013","0","1","1","U","","0","0.00","0.50"
"158790","20 Feb 2013","15 Jan 2014","2014","6","99","105","Y","N","3","0.00","6.45"
"158791","20 Feb 2013","8 Mar 2013","2013","1","11","12","U","","0","0.00","1.41"
"158792","20 Feb 2013","14 Jan 2015","2015","495","0","495","Y","N","0","0.00","1.47"
"158793","20 Feb 2013","10 Apr 2013","2013","0","35","35","N","N","0","0.00","0.41"
"158794","21 Feb 2013","25 Feb 2013","2013","2","0","2","N","N","0","0.00","2.30"
"158795","21 Feb 2013","20 Mar 2013","2013","0","19","19","N","N","0","0.00","0.74"
"158796","21 Feb 2013","15 May 2013","2013","0","59","59","N","N","0","0.00","0.40"
"158797","21 Feb 2013","20 Mar 2013","2013","0","19","19","N","N","0","0.00","0.58"
"158798","21 Feb 2013","27 Mar 2013","2013","0","24","24","U","","0","0.00","0.57"
"158799","21 Feb 2013","19 Apr 2013","2013","7","34","41","Y","","2","0.00","1.81"
"158800","22 Feb 2013","19 Mar 2013","2013","17","0","17","U","","0","0.00","0.00"
"158801","22 Feb 2013","3 Apr 2013","2013","28","0","28","U","","0","0.00","0.00"
"158802","22 Feb 2013","19 Mar 2013","2013","17","0","17","U","","0","0.00","0.00"
"158803","22 Feb 2013","21 May 2013","2013","62","0","62","U","","0","0.00","0.00"
"158804","22 Feb 2013","20 May 2013","2013","29","32","61","U","","0","0.00","0.00"
"158805","22 Feb 2013","4 Mar 2013","2013","6","0","6","U","","0","0.00","0.00"
"158806","22 Feb 2013","18 Mar 2013","2013","16","0","16","U","","0","0.00","0.00"
"158807","22 Feb 2013","15 Apr 2013","2013","16","20","36","U","","0","0.00","6.57"
"158808","22 Feb 2013","26 Apr 2013","2013","0","35","35","N","N","0","0.00","0.66"
"158809","22 Feb 2013","26 Feb 2013","2013","2","0","2","N","N","0","0.00","0.91"
"158810","22 Feb 2013","24 Apr 2013","2013","26","17","43","Y","N","6","0.00","3.74"
"158811","22 Feb 2013","25 Sep 2013","2013","15","138","153","Y","N","1","0.00","4.39"
"158812","22 Feb 2013","22 Feb 2013","2013","0","0","0","N","N","0","0.00","0.50"
"158813","22 Feb 2013","1 May 2013","2013","3","45","48","U","","0","0.00","2.24"
"158814","22 Feb 2013","29 May 2013","2013","3","65","68","N","N","0","0.00","1.99"
"158815","25 Feb 2013","28 Feb 2013","2013","2","1","3","N","N","0","0.00","0.65"
"158816","25 Feb 2013","26 Feb 2013","2013","0","1","1","U","","0","0.00","0.91"
"158817","25 Feb 2013","21 Aug 2013","2013","49","78","127","N","N","0","0.00","2.74"
"158818","25 Feb 2013","25 Feb 2013","2013","0","0","0","N","N","0","0.00","0.25"
"158819","25 Feb 2013","25 Feb 2013","2013","0","0","0","U","","0","0.00","0.08"
"158820","25 Feb 2013","25 Mar 2013","2013","16","4","20","N","N","0","0.00","2.74"
"158821","25 Feb 2013","25 Feb 2013","2013","0","0","0","U","","0","0.00","0.33"
"158828","25 Feb 2013","26 Feb 2013","2013","1","0","1","U","","0","0.00","0.33"
"158829","25 Feb 2013","25 Feb 2013","2013","0","0","0","U","","0","0.00","1.16"
"158830","25 Feb 2013","26 Feb 2013","2013","1","0","1","N","N","0","0.00","0.73"
"158831","25 Feb 2013","12 Mar 2013","2013","9","2","11","Y","N","4","0.00","4.41"
"158832","25 Feb 2013","31 Jan 2014","2014","20","61","81","Y","N","4","0.00","2.90"
"158833","25 Feb 2013","27 Feb 2013","2013","1","1","2","N","N","0","0.00","0.98"
"158834","25 Feb 2013","4 Mar 2013","2013","5","0","5","N","","0","0.00","0.00"
"158835","26 Feb 2013","6 Nov 2013","2013","122","59","181","N","","0","0.00","12.71"
"158836","26 Feb 2013","22 May 2013","2013","4","57","61","N","N","0","0.00","4.23"
"158837","26 Feb 2013","27 Feb 2013","2013","1","0","1","N","N","0","0.00","0.41"
"158838","26 Feb 2013","10 Apr 2013","2013","1","30","31","N","N","0","0.00","1.24"
"158839","26 Feb 2013","18 Mar 2013","2013","7","7","14","U","","0","0.00","1.15"
"158840","26 Feb 2013","17 Apr 2013","2013","0","36","36","N","N","0","0.00","1.41"
"158841","26 Feb 2013","26 Feb 2013","2013","0","0","0","N","N","0","0.00","0.33"
"158842","26 Feb 2013","18 Mar 2013","2013","6","8","14","U","","0","0.00","1.33"
"158843","26 Feb 2013","27 Feb 2013","2013","1","0","1","N","N","0","0.00","2.81"
"158844","26 Feb 2013","4 Mar 2013","2013","0","4","4","N","N","0","0.00","0.25"
"158845","26 Feb 2013","27 Feb 2013","2013","1","0","1","Y","N","0","0.00","0.00"
"158846","26 Feb 2013","26 Feb 2013","2013","0","0","0","U","","0","0.00","0.41"
"158847","26 Feb 2013","1 Mar 2013","2013","1","2","3","U","","0","0.00","2.57"
"158848","26 Feb 2013","7 Mar 2013","2013","0","7","7","U","","0","0.00","0.83"
"158849","26 Feb 2013","22 May 2013","2013","15","46","61","R","N","0","0.00","1.24"
"158850","26 Feb 2013","26 Feb 2013","2013","0","0","0","U","","0","0.00","0.16"
"158851","26 Feb 2013","5 Mar 2014","2014","246","20","266","Y","N","1","0.00","2.56"
