"Call No","Closed Date","Chargeable","Days With APT","Project Work","Quote Time","Time Hours Estimated","Time Hours Total"
"162594","22 May 2014","Y","28","","1","0.00","1.90"
"162595","17 Mar 2014","Y","13","","2","0.00","4.49"
"162596","13 May 2014","N","58","","0","0.00","1.66"
"162597","21 Feb 2014","U","0","","0","0.00","1.16"
"162598","25 Feb 2014","N","0","","0","0.00","0.16"
"162599","20 Feb 2014","U","0","","0","0.00","0.00"
"162600","20 Feb 2014","N","0","N","0","0.00","0.00"
"162601","8 May 2014","N","2","N","0","0.00","0.66"
"162602","11 Jun 2014","N","46","N","0","0.00","1.99"
"162603","25 Feb 2014","U","1","","0","0.00","0.16"
"162604","7 May 2014","U","22","","0","0.00","0.00"
"162605","25 Feb 2014","N","3","N","0","0.00","0.00"
"162606","11 Mar 2014","Y","11","N","2","0.00","0.75"
"162608","12 Mar 2014","U","13","","0","0.00","1.23"
"162609","21 Mar 2014","N","2","","0","0.00","0.50"
"162610","18 Mar 2014","U","8","","0","0.00","0.00"
"162611","26 Mar 2014","N","1","N","0","0.00","0.33"
"162612","27 Feb 2014","N","3","N","0","0.00","0.33"
"162613","25 Feb 2014","N","0","N","0","0.00","0.16"
"162614","16 Apr 2014","N","4","N","0","0.00","0.91"
"162615","9 Oct 2014","N","10","N","0","0.00","1.66"
"162616","14 Mar 2014","N","0","N","0","0.00","0.08"
"162617","21 Feb 2014","N","0","N","0","0.00","0.00"
"162618","24 Mar 2014","N","20","N","0","0.00","0.00"
"162619","3 Mar 2014","U","2","","0","0.00","0.25"
"162620","19 Mar 2014","N","0","N","0","0.00","0.00"
"162621","2 Jul 2014","N","53","N","0","0.00","0.91"
"162622","25 Apr 2014","N","45","N","0","0.00","0.08"
"162623","25 Jun 2014","R","40","","4","0.00","3.16"
"162624","31 Jul 2014","R","8","","3","0.00","0.16"
"162625","9 May 2014","F","12","","2","0.00","4.66"
"162626","27 Feb 2014","U","2","","0","0.00","0.00"
"162632","22 Dec 2014","R","138","N","4","0.00","15.52"
"162633","24 Feb 2014","N","0","N","0","0.00","0.00"
"162634","24 Feb 2014","N","0","N","0","0.00","0.33"
"162635","28 Feb 2014","Y","4","Y","0","0.00","0.00"
"162636","25 Feb 2014","N","1","N","0","0.00","0.41"
"162638","25 Feb 2014","N","1","N","0","0.00","0.41"
"162639","16 Apr 2014","U","2","","0","0.00","0.00"
"162640","28 Feb 2014","U","2","","0","0.00","0.25"
"162641","26 Feb 2014","U","0","","0","0.00","0.25"
"162642","27 Feb 2014","U","2","","0","0.00","0.00"
"162643","17 Apr 2014","U","10","","0","0.00","1.33"
"162644","16 Mar 2014","Y","11","","2","0.00","2.73"
"162645","26 Feb 2014","U","0","","0","0.00","0.50"
"162646","25 Feb 2014","N","0","N","0","0.00","0.00"
"162647","25 Feb 2014","N","0","N","0","0.00","0.00"
"162651","26 Mar 2014","N","2","N","0","0.00","0.00"
"162652","26 Feb 2014","N","0","N","0","0.00","1.33"
"162653","3 Jun 2014","N","70","N","0","0.00","10.25"
"162654","3 Apr 2014","U","3","","0","0.00","0.25"
"162655","6 Mar 2014","U","6","","0","0.00","0.91"
"162656","21 Mar 2014","U","4","","0","0.00","0.00"
"162657","14 Apr 2014","U","10","","0","0.00","1.00"
"162658","18 Jun 2014","Y","62","","4","0.00","3.13"
"162659","30 Jul 2014","U","74","","0","0.00","1.58"
"162660","16 Apr 2014","Y","4","N","3","0.00","4.48"
"162661","28 Feb 2014","U","0","","0","0.00","0.00"
"162662","11 Aug 2014","Y","76","Y","0","0.00","81.07"
"162663","26 Feb 2014","U","0","","0","0.00","0.00"
"162664","26 Feb 2014","N","0","N","0","0.00","0.00"
"162665","28 May 2014","U","1","","0","0.00","3.25"
"162666","26 Feb 2014","N","0","N","0","0.00","0.00"
"162667","9 Apr 2014","N","18","N","0","0.00","1.00"
"162668","30 Apr 2014","U","3","","0","0.00","0.41"
"162669","18 Mar 2014","R","10","N","0","0.00","0.24"
"162670","4 Mar 2014","R","3","Y","0","0.00","0.00"
"162671","27 Feb 2014","U","1","","0","0.00","0.00"
"162672","21 May 2014","Y","32","N","3","0.00","3.00"
"162673","3 Mar 2014","N","2","","0","0.00","0.00"
"162674","8 Apr 2014","Y","10","","1","0.00","2.49"
"162675","16 Apr 2014","U","1","","0","0.00","1.75"
"162676","24 Apr 2014","N","3","N","0","0.00","0.00"
"162677","22 May 2014","U","23","","0","0.00","0.00"
"162678","27 Feb 2014","Y","0","","0","0.00","0.00"
"162679","10 Apr 2014","N","30","N","0","0.00","0.00"
"162680","16 Apr 2014","N","0","N","0","0.00","0.00"
"162681","11 Mar 2014","N","1","N","0","0.00","0.00"
"162682","27 Feb 2014","N","0","N","0","0.00","0.00"
"162683","9 Apr 2014","N","2","N","0","0.00","0.00"
"162684","5 Mar 2014","U","4","","0","0.00","0.00"
"162685","11 Aug 2014","U","117","","0","0.00","0.00"
"162686","27 Feb 2014","U","0","","0","0.00","0.00"
"162687","3 Mar 2014","U","1","","0","0.00","0.00"
"162688","2 May 2014","N","24","","0","0.00","0.00"
"162689","28 Aug 2014","Y","92","","4","0.00","7.81"
"162690","26 May 2014","U","51","","0","0.00","0.57"
"162691","12 Mar 2014","N","8","N","0","0.00","0.00"
"162692","21 May 2014","Y","16","","4","0.00","3.99"
"162693","3 Apr 2014","U","1","","0","0.00","0.00"
"162694","10 Mar 2014","Y","6","Y","0","0.00","0.00"
"162695","21 Mar 2014","U","13","","0","0.00","0.00"
"162696","10 Apr 2014","U","23","","0","0.00","12.15"
"162697","28 May 2014","U","8","","0","0.00","0.00"
"162698","28 Feb 2014","N","0","N","0","0.00","0.00"
"162699","2 Apr 2014","U","1","","0","0.00","0.00"
"162700","13 Oct 2014","U","4","","0","0.00","0.16"
"162701","10 Dec 2014","U","170","N","0","0.00","0.16"
"162705","3 Apr 2014","N","3","N","0","0.00","0.83"
"162706","3 Mar 2014","N","0","N","0","0.00","0.00"
"162707","26 Mar 2014","N","0","N","0","0.00","0.00"
"162709","27 Apr 2014","N","39","","0","0.00","0.00"
"162710","2 Apr 2014","N","0","N","0","0.00","1.83"
"162711","5 Mar 2014","U","1","","0","0.00","0.00"
"162713","7 May 2014","N","12","N","0","0.00","1.00"
"162714","16 Apr 2014","N","11","N","0","0.00","0.66"
"162715","10 Apr 2014","N","0","N","0","0.00","0.00"
"162716","22 May 2014","N","57","N","0","0.00","0.25"
"162717","19 Mar 2014","N","1","N","0","0.00","0.00"
"162718","31 Jul 2014","Y","35","N","2","0.00","6.90"
"162719","6 Mar 2014","N","2","N","0","0.00","0.00"
"162720","5 Mar 2014","U","1","N","0","0.00","0.82"
"162721","20 Mar 2014","N","1","N","0","0.00","0.00"
"162722","21 May 2014","Y","33","","0","0.00","4.43"
"162723","26 Mar 2014","N","0","N","0","0.00","0.00"
"162724","24 Apr 2014","B","1","N","0","0.00","1.08"
"162725","19 Jun 2014","N","44","N","0","0.00","1.41"
"162726","6 Mar 2014","N","0","N","0","0.00","0.00"
"162727","7 May 2014","U","5","","0","0.00","1.24"
"162728","2 Apr 2014","N","0","N","0","0.00","0.00"
"162729","10 Mar 2014","N","0","N","0","0.00","0.00"
"162730","7 Mar 2014","N","1","N","0","0.00","0.00"
"162731","5 Mar 2014","N","0","N","0","0.00","0.00"
"162732","8 Apr 2014","Y","17","","8","0.00","6.75"
"162733","1 Sep 2014","Y","39","N","0","0.00","0.00"
"162734","10 Apr 2014","N","0","N","0","0.00","0.00"
"162735","24 Apr 2014","Y","23","N","10","0.00","10.57"
"162736","6 Mar 2014","N","0","N","0","0.00","1.33"
"162737","5 Nov 2014","R","32","","4","0.00","1.24"
"162738","6 Mar 2014","N","0","N","0","0.00","0.00"
"162739","7 Mar 2014","N","0","N","0","0.00","0.00"
"162740","11 Mar 2014","U","3","","0","0.00","0.00"
"162741","11 Mar 2014","N","3","N","0","0.00","0.00"
"162742","23 Apr 2014","N","1","N","0","0.00","0.50"
"162743","6 Mar 2014","N","0","N","0","0.00","0.00"
"162744","19 Mar 2014","N","0","N","0","0.00","0.00"
"162745","27 May 2014","U","58","Y","0","0.00","34.40"
"162746","2 Apr 2014","N","0","N","0","0.00","0.00"
"162747","11 Mar 2014","U","3","","0","0.00","0.00"
"162748","9 Jul 2014","Y","40","","5","0.00","1.24"
"162749","23 Apr 2014","N","1","N","0","0.00","0.00"
"162751","2 Apr 2014","N","11","N","0","0.00","0.25"
"162752","27 Aug 2014","N","13","N","0","0.00","0.99"
"162753","27 Aug 2014","N","13","N","0","0.00","0.82"
"162754","11 Mar 2014","N","2","N","0","0.00","0.00"
"162755","1 Jul 2014","U","40","","0","0.00","0.00"
"162756","20 May 2014","Y","14","","1","0.00","0.33"
"162757","19 Mar 2014","U","2","","0","0.00","1.00"
"162758","25 Jun 2014","N","10","N","0","0.00","1.24"
"162782","10 Mar 2014","N","0","N","0","0.00","0.00"
"162783","11 Mar 2014","N","1","N","0","0.00","0.00"
"162784","16 Apr 2014","N","1","N","0","0.00","0.00"
"162785","9 Jul 2014","R","47","Y","2","0.00","2.16"
"162786","4 Apr 2014","R","18","N","0","0.00","0.00"
"162787","17 Mar 2014","Y","5","N","1","0.00","0.00"
"162788","3 Apr 2014","N","1","N","0","0.00","0.00"
"162789","11 Mar 2014","N","1","N","0","0.00","0.00"
"162790","29 Apr 2014","U","3","","0","0.00","1.91"
"162791","28 May 2014","Y","18","N","2","0.00","0.00"
"162792","29 Apr 2014","U","19","","0","0.00","8.82"
"162793","2 Apr 2014","Y","8","N","3","0.00","5.24"
"162794","12 Mar 2014","N","0","N","0","0.00","0.00"
"162795","9 Apr 2014","N","0","N","0","0.00","0.00"
"162796","11 Jun 2014","U","33","","0","0.00","0.41"
"162797","7 May 2014","U","2","","0","0.00","0.00"
"162798","11 Jun 2014","R","3","N","2","0.00","0.33"
"162799","12 Mar 2014","U","0","","0","0.00","0.00"
"162800","16 Apr 2014","N","8","N","0","0.00","6.23"
"162801","11 Jun 2014","U","31","","0","0.00","1.33"
"162802","17 Mar 2014","U","0","","0","0.00","0.32"
"162803","30 Apr 2014","U","1","","0","0.00","0.99"
"162804","30 Apr 2014","N","3","","0","0.00","1.16"
"162805","16 Apr 2014","N","0","N","0","0.00","0.00"
"162806","12 Jun 2014","Y","66","N","0","0.00","166.23"
"162807","12 Mar 2014","N","0","N","0","0.00","0.00"
"162808","12 Mar 2014","N","0","N","0","0.00","0.00"
"162809","30 Apr 2014","N","2","N","0","0.00","0.00"
"162810","20 Aug 2014","U","59","","0","0.00","1.24"
"162811","30 Mar 2014","U","2","","0","0.00","0.00"
"162812","14 Mar 2014","N","0","N","0","0.00","0.58"
"162813","8 Apr 2014","Y","5","","2","0.00","0.99"
"162814","4 Apr 2014","N","1","N","0","0.00","0.00"
"162815","8 Apr 2014","Y","11","","2","0.00","2.66"
"162816","10 Apr 2014","U","20","","0","0.00","0.25"
"162817","26 Mar 2014","N","1","","0","0.00","0.82"
"162818","20 Aug 2014","N","0","N","0","0.00","1.24"
"162819","28 May 2014","R","3","","2","0.00","0.16"
"162820","11 Jun 2014","N","2","N","0","0.00","0.48"
"162821","14 Mar 2014","U","1","","0","0.00","0.00"
"162822","21 Mar 2014","N","5","","0","0.00","0.16"
"162823","14 Mar 2014","N","0","N","0","0.00","0.00"
"162824","26 Aug 2014","N","117","N","0","0.00","21.97"
"162825","14 Mar 2014","N","0","N","0","0.00","0.00"
"162826","18 Mar 2014","N","1","N","0","0.00","0.25"
"162827","12 May 2014","N","41","","0","0.00","0.00"
"162828","23 Apr 2014","N","1","N","0","0.00","0.00"
"162829","26 Mar 2014","N","0","N","0","0.00","0.00"
"162830","30 Apr 2014","U","0","","0","0.00","0.00"
"162834","29 May 2014","Y","42","N","0","0.00","0.00"
"162835","18 Mar 2014","N","0","N","0","0.00","0.33"
"162836","19 Mar 2014","U","0","","0","0.00","0.16"
"162837","13 May 2014","U","10","Y","0","0.00","5.66"
"162838","2 Apr 2014","U","1","","0","0.00","0.00"
"162839","21 May 2014","Y","34","N","6","0.00","4.58"
"162840","7 Apr 2014","U","8","","0","0.00","0.25"
"162841","27 Oct 2014","Y","160","N","10","0.00","9.74"
"162842","7 May 2014","U","3","","0","0.00","0.00"
"162843","24 Apr 2014","U","26","","0","0.00","0.58"
"162844","19 Mar 2014","U","1","","0","0.00","0.32"
"162845","17 Mar 2014","N","0","N","0","0.00","0.00"
"162846","18 Mar 2014","U","0","","0","0.00","0.00"
"162847","18 Mar 2014","N","0","N","0","0.00","0.16"
"162848","19 Mar 2014","U","0","","0","0.00","0.00"
"162849","21 May 2014","Y","18","","2","0.00","1.82"
"162850","22 Oct 2014","N","102","N","0","0.00","11.87"
"162851","30 May 2014","Y","30","N","0","0.00","0.74"
"162853","18 Mar 2014","N","0","N","0","0.00","0.50"
"162854","7 Apr 2014","N","9","N","0","0.00","1.33"
"162855","14 May 2014","U","4","","0","0.00","0.00"
"162856","2 May 2014","R","10","N","2","0.00","0.25"
"162857","27 Oct 2014","N","158","N","0","0.00","0.16"
"162858","13 Jun 2014","N","39","N","0","0.00","15.04"
"162859","26 Mar 2014","N","0","N","0","0.00","0.00"
"162860","11 Jul 2014","N","71","","0","0.00","0.74"
"162861","8 Apr 2014","Y","12","N","2","0.00","1.58"
"162862","7 May 2014","U","0","","0","0.00","0.00"
"162863","16 Apr 2014","U","2","","0","0.00","4.74"
"162864","19 Mar 2014","N","0","N","0","0.00","0.00"
"162865","7 Apr 2014","U","7","","0","0.00","0.33"
"162866","12 May 2014","Y","19","N","2","0.00","6.79"
"162867","8 Jul 2014","Y","16","N","1","0.00","2.31"
"162868","3 Apr 2014","N","1","N","0","0.00","1.50"
"162869","28 May 2014","R","38","","6","0.00","6.66"
"162871","20 Mar 2014","U","0","","0","0.00","0.00"
"162872","20 Mar 2014","N","0","N","0","0.00","0.00"
"162873","24 Mar 2014","N","1","N","0","0.00","0.00"
"162874","20 Mar 2014","U","0","","0","0.00","0.00"
"162875","20 Mar 2014","U","706","","0","0.00","0.00"
"162876","20 Mar 2014","U","0","","0","0.00","0.00"
"162877","24 Sep 2014","N","4","N","0","0.00","0.49"
"162878","20 Mar 2014","U","0","","0","0.00","0.00"
"162879","30 Apr 2014","N","6","N","0","0.00","1.66"
"162880","30 Jul 2014","R","33","","2","0.00","0.91"
"162881","15 Sep 2014","N","71","N","0","0.00","1.00"
"162882","12 May 2014","N","37","Y","0","0.00","0.00"
"162883","26 Mar 2014","N","3","N","0","0.00","0.00"
"162884","28 Mar 2014","U","6","","0","0.00","0.08"
"162885","16 Apr 2014","U","0","","0","0.00","0.00"
"162886","16 Apr 2014","N","0","N","0","0.00","0.00"
"162887","27 Mar 2014","U","3","","0","0.00","0.75"
"162888","16 Apr 2014","N","0","N","0","0.00","0.75"
"162889","28 Mar 2014","U","5","","0","0.00","2.66"
"162890","1 Oct 2014","U","93","","0","0.00","1.41"
"162891","26 Mar 2014","N","1","N","0","0.00","0.00"
"162892","1 Oct 2014","U","8","","0","0.00","0.74"
"162894","21 May 2014","U","6","","0","0.00","1.74"
"162895","2 May 2014","Y","27","","3","0.00","12.98"
"162896","10 Apr 2014","U","13","","0","0.00","0.00"
"162897","28 Mar 2014","U","0","","0","0.00","0.00"
"162898","30 Apr 2014","N","0","N","0","0.00","0.00"
"162899","28 May 2014","C","1","","0","0.00","0.00"
"162900","14 May 2014","N","3","N","0","0.00","0.00"
"162901","14 May 2014","N","2","N","0","0.00","0.41"
"162902","4 Apr 2014","U","6","","0","0.00","0.00"
"162903","30 Jul 2014","U","46","","0","0.00","0.00"
"162904","20 May 2014","N","40","N","0","0.00","1.90"
"162905","21 Mar 2014","U","0","","0","0.00","0.00"
"162906","21 Mar 2014","U","0","","0","0.00","0.00"
"162907","26 Mar 2014","N","0","N","0","0.00","0.00"
"162908","24 Mar 2014","U","0","","0","0.00","0.00"
"162909","28 May 2014","U","9","","0","0.00","1.33"
"162910","21 May 2014","Y","7","N","0","0.00","0.00"
"162911","22 May 2014","Y","37","N","2","0.00","10.04"
"162912","22 May 2014","Y","40","N","1","0.00","1.16"
"162915","26 Mar 2014","N","2","N","0","0.00","0.08"
"162916","29 Apr 2014","N","8","N","0","0.00","0.00"
"162917","25 Mar 2014","N","1","N","0","0.00","1.58"
"162918","25 Mar 2014","N","1","N","0","0.00","0.33"
"162919","28 May 2014","N","1","N","0","0.00","0.25"
"162920","22 Jul 2014","N","35","N","0","0.00","1.65"
"162921","24 Mar 2014","U","0","","0","0.00","0.00"
"162922","21 May 2014","N","1","N","0","0.00","0.00"
"162924","1 Apr 2014","N","5","N","0","0.00","1.75"
"162925","23 Jul 2014","U","2","","0","0.00","0.00"
"162926","2 Apr 2014","B","3","N","0","0.00","3.58"
"162927","30 Apr 2014","N","1","N","0","0.00","0.32"
"162928","9 Oct 2014","Y","51","N","1","0.00","0.16"
"162929","17 Dec 2014","Y","116","","8","0.00","13.61"
"162930","21 Aug 2014","Y","64","","2","0.00","1.90"
"162931","1 Jul 2014","Y","59","","5","0.00","7.81"
"162932","14 May 2014","N","0","N","0","0.00","0.16"
"162933","26 Mar 2014","N","0","N","0","0.00","0.00"
"162934","26 Mar 2014","N","0","N","0","0.00","0.00"
"162935","1 Apr 2014","N","0","N","0","0.00","0.00"
"162936","14 May 2014","N","0","N","0","0.00","0.00"
"162937","26 Mar 2014","N","0","N","0","0.00","0.00"
"162938","30 Apr 2014","N","0","N","0","0.00","0.00"
"162939","1 Apr 2014","N","0","N","0","0.00","0.00"
"162940","30 Apr 2014","N","0","N","0","0.00","0.00"
"162941","23 Apr 2014","N","1","N","0","0.00","0.00"
"162942","26 Mar 2014","N","0","N","0","0.00","0.00"
"162943","30 Apr 2014","N","0","N","0","0.00","0.00"
"162944","9 Apr 2014","N","0","N","0","0.00","0.00"
"162945","14 May 2014","N","1","N","0","0.00","0.00"
"162946","22 Apr 2014","R","5","N","16","0.00","0.00"
"162947","26 Mar 2014","N","0","N","0","0.00","0.00"
"162948","27 Mar 2014","N","0","N","0","0.00","0.00"
"162949","26 Mar 2014","Y","1","Y","0","0.00","0.00"
"162950","10 Apr 2014","Y","12","Y","0","0.00","0.00"
"162951","25 Mar 2014","U","0","","0","0.00","0.00"
"162952","9 Oct 2014","Y","77","","2","0.00","3.06"
"162953","26 Mar 2014","N","0","N","0","0.00","0.00"
"162954","27 Mar 2014","N","0","N","0","0.00","2.25"
"162955","30 Apr 2014","N","0","N","0","0.00","0.00"
"162956","28 Apr 2014","U","6","","0","0.00","3.83"
"162957","14 May 2014","N","3","N","0","0.00","0.00"
"162958","27 Mar 2014","N","1","N","0","0.00","0.00"
"162959","28 May 2014","N","15","N","0","0.00","2.33"
"162960","14 May 2014","N","2","N","0","0.00","0.00"
"162961","28 Mar 2014","N","1","N","0","0.00","0.00"
"162962","28 Apr 2014","R","0","N","0","0.00","0.00"
"162963","21 May 2014","Y","38","N","16","0.00","0.00"
"162964","27 Mar 2014","U","0","","0","0.00","0.00"
"162965","30 Apr 2014","N","0","N","0","0.00","0.00"
"162966","27 Mar 2014","U","0","","0","0.00","0.00"
"162967","28 May 2014","Y","2","N","3","0.00","1.48"
"162968","30 Apr 2014","N","2","N","0","0.00","0.00"
"162969","27 Mar 2014","Y","0","","0","0.00","0.00"
"162970","14 May 2014","N","1","N","0","0.00","0.00"
"162971","31 Jul 2014","Y","53","","1","0.00","1.16"
"162972","31 Jul 2014","Y","43","","2","0.00","11.40"
"162973","28 Mar 2014","U","0","","0","0.00","0.00"
"162974","12 Jun 2014","Y","29","Y","20","0.00","18.05"
"162975","2 Apr 2014","Y","3","Y","0","0.00","0.00"
"162976","2 Apr 2014","N","2","N","0","0.00","3.58"
"162977","2 Jun 2014","N","46","N","0","0.00","0.00"
"162978","30 Apr 2014","U","1","","0","0.00","0.00"
"162979","30 May 2014","R","45","N","1","0.00","0.00"
"162980","1 Apr 2014","N","1","N","0","0.00","0.00"
"162981","24 Jun 2014","U","33","","0","0.00","9.14"
"162982","1 Apr 2014","U","1","","0","0.00","0.00"
"162985","29 May 2014","R","43","N","2","0.00","1.74"
"162986","12 Jun 2014","Y","38","N","4","0.00","9.48"
"162987","1 Apr 2014","U","1","","0","0.00","0.00"
"162988","12 Jun 2014","Y","53","N","0","0.00","0.00"
"162989","30 May 2014","N","0","N","0","0.00","0.00"
"162990","18 Sep 2014","Y","117","Y","33","0.00","23.28"
"162991","1 Aug 2014","Y","89","N","8","0.00","0.00"
"162992","18 Nov 2014","N","2","N","0","0.00","0.50"
"162993","31 Mar 2014","N","0","N","0","0.00","0.00"
"162994","7 May 2014","N","2","N","0","0.00","0.75"
"162995","20 Nov 2014","U","113","","0","0.00","20.47"
"162996","2 Apr 2014","U","0","","0","0.00","0.00"
"162997","11 Jun 2014","N","15","N","0","0.00","0.75"
"162998","28 Apr 2014","R","0","","0","0.00","0.00"
"162999","21 May 2014","N","2","N","0","0.00","0.00"
"163000","10 Apr 2014","Y","7","Y","0","0.00","0.00"
"163001","10 Apr 2014","Y","7","Y","0","0.00","0.00"
"163002","21 May 2014","Y","36","Y","0","0.00","0.00"
"163003","1 Apr 2014","N","0","N","0","0.00","0.00"
"163004","14 May 2014","N","23","N","0","0.00","2.00"
"163005","14 May 2014","N","7","N","0","0.00","2.08"
"163006","8 Apr 2014","N","1","N","0","0.00","0.00"
"163008","2 Apr 2014","N","0","N","0","0.00","0.00"
"163009","2 Apr 2014","N","0","N","0","0.00","0.00"
"163010","29 Jul 2014","N","2","N","0","0.00","0.00"
"163011","3 Apr 2014","N","0","N","0","0.00","0.08"
"163012","21 May 2014","N","1","N","0","0.00","1.66"
"163013","21 May 2014","Y","25","","2","0.00","0.74"
"163014","4 Apr 2014","N","0","N","0","0.00","0.00"
"163015","30 Jul 2014","N","85","N","0","0.00","0.00"
"163016","7 Apr 2014","U","0","","0","0.00","0.00"
"163017","22 Oct 2014","U","108","","0","0.00","1.75"
"163018","2 Apr 2014","N","0","N","0","0.00","0.00"
"163019","3 Sep 2014","U","74","","0","0.00","2.00"
"163020","4 Apr 2014","U","0","","0","0.00","0.00"
"163021","28 Apr 2014","N","16","","0","0.00","1.98"
"163022","16 Apr 2014","Y","9","N","0","0.00","0.00"
"163024","21 May 2014","N","1","N","0","0.00","2.50"
"163025","15 Jul 2014","Y","73","Y","0","0.00","0.00"
"163026","29 May 2014","N","40","N","0","0.00","0.00"
"163027","21 May 2014","N","0","N","0","0.00","0.00"
"163028","21 May 2014","N","0","N","0","0.00","0.00"
"163029","19 May 2014","N","2","N","0","0.00","0.00"
"163030","3 Apr 2014","N","0","N","0","0.00","0.00"
"163031","14 Apr 2014","U","1","","0","0.00","0.00"
"163033","8 Apr 2014","Y","3","N","0","0.00","0.00"
"163034","5 Aug 2014","N","49","N","0","0.00","0.00"
"163035","16 Apr 2014","U","8","","0","0.00","2.07"
"163036","21 May 2014","U","1","","0","0.00","0.00"
"163037","30 Apr 2014","N","0","N","0","0.00","0.00"
"163038","22 Apr 2014","U","1","","0","0.00","1.74"
"163039","7 Apr 2014","N","0","N","0","0.00","0.00"
"163040","8 Apr 2014","N","0","N","0","0.00","0.00"
"163041","28 May 2014","N","1","N","0","0.00","0.00"
"163042","21 May 2014","N","2","N","0","0.00","0.00"
"163043","21 May 2014","U","0","","0","0.00","0.00"
"163044","7 Apr 2014","N","0","N","0","0.00","0.00"
"163045","9 Apr 2014","N","3","N","0","0.00","0.00"
"163046","7 May 2014","N","23","N","0","0.00","0.24"
"163047","13 Apr 2014","U","0","","0","0.00","0.00"
"163063","28 Apr 2014","N","15","N","0","0.00","7.74"
"163064","27 Apr 2014","U","14","Y","0","0.00","0.00"
"163065","7 Apr 2014","N","0","N","0","0.00","0.00"
"163067","28 Apr 2014","N","15","N","0","0.00","0.41"
"163068","12 Jun 2014","Y","33","","1","0.00","1.32"
"163069","7 May 2014","N","5","N","0","0.00","0.00"
"163070","15 Apr 2014","N","6","","0","0.00","0.00"
"163071","3 Sep 2014","N","7","N","0","0.00","0.25"
"163072","25 Apr 2014","N","11","N","0","0.00","1.00"
"163073","28 May 2014","U","1","","0","0.00","0.00"
"163074","11 Apr 2014","N","0","N","0","0.00","0.25"
"163075","20 May 2014","R","3","","1","0.00","0.50"
"163076","12 Jun 2014","Y","25","","1","0.00","2.16"
"163077","28 Apr 2014","Y","3","N","0","0.00","0.00"
"163078","4 Jun 2014","N","0","N","0","0.00","0.00"
"163079","18 Jun 2014","Y","36","","10","0.00","12.99"
"163080","25 Apr 2014","N","12","N","0","0.00","3.70"
"163081","14 Apr 2014","N","3","N","0","0.00","0.58"
"163082","27 May 2014","N","34","N","0","0.00","44.30"
"163083","16 Apr 2014","U","3","","0","0.00","0.33"
"163085","11 Apr 2014","U","0","","0","0.00","0.00"
"163086","4 Jun 2014","N","3","N","0","0.00","1.00"
"163087","22 May 2014","Y","28","N","1","0.00","1.41"
"163088","28 May 2014","N","0","N","0","0.00","0.00"
"163089","10 Apr 2014","N","0","N","0","0.00","0.16"
"163090","31 Dec 2014","N","147","N","0","0.00","5.87"
"163091","11 Jun 2014","R","12","N","24","0.00","0.25"
"163092","11 Apr 2014","N","0","N","0","0.00","0.00"
"163094","16 Apr 2014","N","0","N","0","0.00","0.00"
"163095","19 May 2014","N","0","N","0","0.00","0.00"
"163096","29 May 2014","Y","32","N","8","0.00","0.00"
"163098","16 Jun 2014","N","47","N","0","0.00","0.00"
"163099","28 May 2014","U","3","","0","0.00","0.50"
"163100","11 Jun 2014","N","0","N","0","0.00","0.41"
"163101","11 Apr 2014","N","0","N","0","0.00","0.00"
"163102","11 Apr 2014","N","0","N","0","0.00","0.00"
"163103","11 Apr 2014","N","0","N","0","0.00","0.00"
"163104","23 Jul 2014","R","44","","3","0.00","1.82"
"163105","14 Apr 2014","U","0","","0","0.00","0.00"
"163106","14 Apr 2014","N","0","N","0","0.00","0.00"
"163113","24 Apr 2014","N","2","N","0","0.00","0.00"
"163114","18 Jul 2014","N","69","N","0","0.00","0.00"
"163115","14 Apr 2014","N","0","","0","0.00","0.00"
"163116","21 Aug 2014","Y","24","","2","0.00","0.49"
"163117","26 Nov 2014","N","162","","0","0.00","0.00"
"163118","12 Aug 2014","Y","18","","24","0.00","10.07"
"163119","7 Aug 2014","N","83","","0","0.00","0.00"
"163120","4 Dec 2014","N","168","N","0","0.00","0.25"
"163121","29 May 2014","N","1","N","0","0.00","0.00"
"163122","2 May 2014","Y","12","","1","0.00","0.50"
"163123","4 Jun 2014","N","0","N","0","0.00","0.00"
"163124","15 Apr 2014","N","0","N","0","0.00","0.00"
"163125","21 May 2014","Y","23","","2","0.00","8.39"
"163126","23 May 2014","N","28","N","0","0.00","0.00"
"163127","2 May 2014","Y","8","Y","4","0.00","0.00"
"163128","6 May 2014","U","12","","0","0.00","1.91"
"163129","16 Apr 2014","N","0","N","0","0.00","0.00"
"163130","23 Jun 2014","N","14","N","0","0.00","1.20"
"163131","23 Jul 2014","N","24","N","0","0.00","7.48"
"163134","15 Sep 2014","R","68","N","6","0.00","2.90"
"163137","30 May 2014","U","32","","0","0.00","0.58"
"163138","11 Aug 2014","Y","27","","2","0.00","1.41"
"163143","11 Jun 2014","U","8","","0","0.00","0.00"
"163144","23 Jul 2014","R","20","","2","0.00","0.49"
"163145","18 Jun 2014","U","9","","0","0.00","0.25"
"163147","1 Oct 2014","U","77","","0","0.00","0.57"
"163148","2 Sep 2014","U","65","","0","0.00","0.49"
"163149","22 May 2014","N","0","","0","0.00","0.00"
"163150","28 Apr 2014","U","7","","0","0.00","0.00"
"163151","31 Jul 2014","Y","37","","1","0.00","0.49"
"163152","11 Jun 2014","N","0","N","0","0.00","0.00"
"163153","25 Apr 2014","N","0","N","0","0.00","0.00"
"163154","10 Jun 2014","N","38","N","0","0.00","0.08"
